# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-14))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -7 ]
			all	triv	all		old		new
2.0.56.1	24.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	24.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	25.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	25.2	2	2	4 [ 4 0 ]	0 [ 0 0 ]	4 [ 4 0 ]
2.0.56.1	25.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	26.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	26.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	27.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	27.2	7	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.56.1	27.3	7	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.56.1	27.4	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	28.1	15	11	22 [ 22 0 ]	22 [ 22 0 ]	0 [ 0 0 ]
2.0.56.1	30.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	30.2	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.56.1	30.3	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.56.1	30.4	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	32.1	7	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.56.1	35.1	6	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.56.1	35.2	6	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.56.1	36.1	6	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.56.1	36.2	3	3	6 [ 6 0 ]	6 [ 6 0 ]	0 [ 0 0 ]
2.0.56.1	36.3	6	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.56.1	38.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	38.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	39.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	39.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	39.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	39.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	40.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.56.1	40.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
