# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-79))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 ]
			all	triv	all		old		new
2.0.79.1	20.5	5	5	5 [ 5 ]	4 [ 4 ]	1 [ 1 ]
2.0.79.1	20.6	6	6	6 [ 6 ]	6 [ 6 ]	0 [ 0 ]
2.0.79.1	22.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	22.2	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.79.1	22.3	3	3	3 [ 3 ]	2 [ 2 ]	1 [ 1 ]
2.0.79.1	22.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	23.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.79.1	23.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.79.1	25.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.79.1	25.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.79.1	25.3	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.79.1	26.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	26.2	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	26.3	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	26.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	31.1	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.79.1	31.2	0	0	0 [ 0 ]	0 [ 0 ]	0 [ 0 ]
2.0.79.1	32.1	7	7	7 [ 7 ]	7 [ 7 ]	0 [ 0 ]
2.0.79.1	32.2	18	18	18 [ 18 ]	15 [ 15 ]	3 [ 3 ]
2.0.79.1	32.3	17	17	17 [ 17 ]	17 [ 17 ]	0 [ 0 ]
2.0.79.1	32.4	17	17	17 [ 17 ]	17 [ 17 ]	0 [ 0 ]
2.0.79.1	32.5	18	18	18 [ 18 ]	15 [ 15 ]	3 [ 3 ]
2.0.79.1	32.6	7	7	7 [ 7 ]	7 [ 7 ]	0 [ 0 ]
2.0.79.1	36.1	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.79.1	36.2	8	8	8 [ 8 ]	8 [ 8 ]	0 [ 0 ]
2.0.79.1	36.3	4	4	4 [ 4 ]	4 [ 4 ]	0 [ 0 ]
2.0.79.1	38.1	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	38.2	7	7	7 [ 7 ]	2 [ 2 ]	5 [ 5 ]
2.0.79.1	38.3	7	7	7 [ 7 ]	2 [ 2 ]	5 [ 5 ]
2.0.79.1	38.4	2	2	2 [ 2 ]	2 [ 2 ]	0 [ 0 ]
2.0.79.1	40.1	9	9	9 [ 9 ]	9 [ 9 ]	0 [ 0 ]
2.0.79.1	40.2	8	8	8 [ 8 ]	8 [ 8 ]	0 [ 0 ]
2.0.79.1	40.3	20	20	20 [ 20 ]	20 [ 20 ]	0 [ 0 ]
2.0.79.1	40.4	21	21	21 [ 21 ]	21 [ 21 ]	0 [ 0 ]
2.0.79.1	40.5	21	21	21 [ 21 ]	21 [ 21 ]	0 [ 0 ]
2.0.79.1	40.6	20	20	20 [ 20 ]	20 [ 20 ]	0 [ 0 ]
2.0.79.1	40.7	8	8	8 [ 8 ]	8 [ 8 ]	0 [ 0 ]
2.0.79.1	40.8	9	9	9 [ 9 ]	9 [ 9 ]	0 [ 0 ]
