# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-10))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -8 ]
			all	triv	all		old		new
2.0.40.1	52.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	52.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	53.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	53.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	55.1	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	55.2	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	56.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	56.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	59.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	59.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	63.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	63.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	64.1	25	10	20 [ 20 0 ]	12 [ 12 0 ]	8 [ 8 0 ]
2.0.40.1	65.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	65.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	70.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	70.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	72.1	9	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.40.1	74.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	74.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	76.1	3	3	6 [ 6 0 ]	6 [ 6 0 ]	0 [ 0 0 ]
2.0.40.1	76.2	3	3	6 [ 6 0 ]	6 [ 6 0 ]	0 [ 0 0 ]
2.0.40.1	77.1	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	77.2	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	77.3	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	77.4	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	80.1	13	7	14 [ 14 0 ]	10 [ 10 0 ]	4 [ 4 0 ]
2.0.40.1	81.1	13	4	6 [ 4 2 ]	0 [ 0 0 ]	6 [ 4 2 ]
2.0.40.1	82.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	82.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	88.1	14	10	20 [ 20 0 ]	20 [ 20 0 ]	0 [ 0 0 ]
2.0.40.1	88.2	14	10	20 [ 20 0 ]	20 [ 20 0 ]	0 [ 0 0 ]
2.0.40.1	89.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	89.2	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	90.1	5	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.40.1	91.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	91.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	91.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	91.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	92.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	92.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	94.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	94.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.40.1	95.1	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.40.1	95.2	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.40.1	98.1	1	1	2 [ 0 2 ]	2 [ 0 2 ]	0 [ 0 0 ]
2.0.40.1	98.2	5	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.40.1	98.3	1	1	2 [ 0 2 ]	2 [ 0 2 ]	0 [ 0 0 ]
2.0.40.1	99.1	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	99.2	4	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
2.0.40.1	100.1	7	4	8 [ 8 0 ]	8 [ 8 0 ]	0 [ 0 0 ]
