# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-6))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -3 ]
			all	triv	all		old		new
2.0.24.1	33.1	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	33.2	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	35.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	35.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	35.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	35.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	36.1	8	2	3 [ 2 1 ]	0 [ 0 0 ]	3 [ 2 1 ]
2.0.24.1	40.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	40.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	42.1	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	42.2	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	44.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	44.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	45.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	45.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	48.1	9	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.24.1	49.1	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.24.1	49.2	3	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	49.3	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.24.1	50.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	50.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	50.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	53.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	53.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	54.1	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	55.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	55.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	55.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	55.4	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	56.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	56.2	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	58.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	58.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	59.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	59.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	60.1	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	60.2	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	62.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	62.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	63.1	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	63.2	5	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	64.1	7	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.24.1	66.1	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	66.2	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	70.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	70.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	70.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	70.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.24.1	72.1	13	5	10 [ 8 2 ]	10 [ 8 2 ]	0 [ 0 0 ]
2.0.24.1	73.1	2	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.24.1	73.2	2	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.24.1	75.1	4	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.24.1	75.2	13	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.24.1	75.3	4	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
