# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-17))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -4 ]
			all	triv	all		old		new
2.0.68.1	18.2	9	9	18 [ 18 0 ]	16 [ 16 0 ]	2 [ 2 0 ]
2.0.68.1	18.3	5	3	6 [ 6 0 ]	6 [ 6 0 ]	0 [ 0 0 ]
2.0.68.1	21.1	3	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.68.1	21.2	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.68.1	21.3	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.68.1	21.4	3	3	6 [ 6 0 ]	4 [ 4 0 ]	2 [ 2 0 ]
2.0.68.1	22.1	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.68.1	22.2	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.68.1	23.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	23.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	24.1	16	14	28 [ 28 0 ]	28 [ 28 0 ]	0 [ 0 0 ]
2.0.68.1	24.2	16	14	28 [ 28 0 ]	28 [ 28 0 ]	0 [ 0 0 ]
2.0.68.1	25.1	3	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.68.1	26.1	3	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.68.1	26.2	3	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.68.1	27.1	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	27.2	11	5	10 [ 10 0 ]	8 [ 8 0 ]	2 [ 2 0 ]
2.0.68.1	27.3	11	5	10 [ 10 0 ]	8 [ 8 0 ]	2 [ 2 0 ]
2.0.68.1	27.4	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	28.1	9	9	18 [ 18 0 ]	18 [ 18 0 ]	0 [ 0 0 ]
2.0.68.1	28.2	9	9	18 [ 18 0 ]	18 [ 18 0 ]	0 [ 0 0 ]
2.0.68.1	31.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	31.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	32.1	23	15	30 [ 30 0 ]	30 [ 30 0 ]	0 [ 0 0 ]
2.0.68.1	33.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	33.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	33.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	33.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	34.1	5	5	10 [ 10 0 ]	8 [ 8 0 ]	2 [ 2 0 ]
2.0.68.1	36.1	15	10	20 [ 20 0 ]	18 [ 18 0 ]	2 [ 2 0 ]
2.0.68.1	36.2	25	21	42 [ 42 0 ]	40 [ 40 0 ]	2 [ 2 0 ]
2.0.68.1	36.3	15	10	20 [ 20 0 ]	18 [ 18 0 ]	2 [ 2 0 ]
2.0.68.1	39.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	39.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	39.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.68.1	39.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
