# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-15))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -3 ]
			all	triv	all		old		new
2.0.15.1	24.3	2	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	24.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	25.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	27.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	30.1	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.15.1	30.2	2	2	4 [ 4 0 ]	4 [ 4 0 ]	0 [ 0 0 ]
2.0.15.1	31.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	31.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	32.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	32.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	32.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	32.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	32.5	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	32.6	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	34.1	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	34.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	34.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	34.4	1	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	36.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	36.2	3	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.15.1	36.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	38.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	38.2	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.15.1	38.3	1	1	2 [ 2 0 ]	0 [ 0 0 ]	2 [ 2 0 ]
2.0.15.1	38.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	40.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	40.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	40.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.15.1	40.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
