# Table of dimensions of weight 2 Bianchi cuspidal spaces for GL2 over Q(sqrt(-95))
#   showing full (respectively old, new) dimensions of the cuspidal space and its splitting
#   into subspaces with no self-twist and self-twist by each unramified quadratic character.

# Field		Level	hom-cusp-dim	BMF-cusp-dim (triv char)[ 1 -19 ]
			all	triv	all		old		new
2.0.95.1	19.1	5	5	10 [ 10 0 ]	0 [ 0 0 ]	10 [ 10 0 ]
2.0.95.1	20.1	6	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.95.1	20.2	8	8	16 [ 16 0 ]	16 [ 16 0 ]	0 [ 0 0 ]
2.0.95.1	20.3	6	6	12 [ 12 0 ]	12 [ 12 0 ]	0 [ 0 0 ]
2.0.95.1	22.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	22.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	22.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	22.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.2	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.3	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.4	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.5	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.6	6	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.7	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	24.8	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	25.1	6	6	12 [ 12 0 ]	8 [ 8 0 ]	4 [ 4 0 ]
2.0.95.1	26.1	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	26.2	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	26.3	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	26.4	0	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	27.1	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	27.2	17	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.95.1	27.3	17	3	6 [ 6 0 ]	0 [ 0 0 ]	6 [ 6 0 ]
2.0.95.1	27.4	4	0	0 [ 0 0 ]	0 [ 0 0 ]	0 [ 0 0 ]
2.0.95.1	30.1	13	8	16 [ 16 0 ]	16 [ 16 0 ]	0 [ 0 0 ]
2.0.95.1	30.2	12	8	16 [ 16 0 ]	16 [ 16 0 ]	0 [ 0 0 ]
2.0.95.1	30.3	12	8	16 [ 16 0 ]	16 [ 16 0 ]	0 [ 0 0 ]
2.0.95.1	30.4	13	8	16 [ 16 0 ]	16 [ 16 0 ]	0 [ 0 0 ]
